1673716852.757034,1
1673716852.863152,6
1673716852.968844,12
1673716853.082249,14
1673716853.190072,15
1673716853.294649,14
1673716853.401466,12
1673716853.506981,13
1673716853.614337,11
1673716853.720335,9
1673716853.829380,9
1673716853.934062,18
1673716854.038408,15
1673716854.145351,20
1673716854.250461,19
1673716854.355537,20
1673716854.462203,18
1673716854.565970,19
1673716854.671224,19
1673716854.775638,19
1673716854.881709,19
1673716854.999996,18
1673716855.106093,17
1673716855.211433,20
1673716855.315773,20
1673716855.420144,18
1673716855.525613,20
1673716855.629922,18
1673716855.738890,19
1673716855.844173,17
1673716855.951644,19
1673716856.055669,20
1673716856.163486,14
1673716856.269467,14
1673716856.374586,13
1673716856.478457,11
1673716856.584950,9
1673716856.692207,11
1673716856.796208,12
1673716856.900015,9
1673716857.005383,10
1673716857.110201,9
1673716857.215247,10
1673716857.323110,9
1673716857.427860,9
1673716857.532932,8
1673716857.638301,8
1673716857.745300,11
1673716857.852726,8
1673716857.957618,10
1673716858.063978,10
1673716858.168326,12
1673716858.277815,10
1673716858.385682,9
1673716858.499349,10
1673716858.606580,11
1673716858.712358,9
1673716858.816530,10
1673716858.922846,9
1673716859.027659,10
1673716859.132549,10
1673716859.237283,12
1673716859.342277,10
1673716859.451613,11
1673716859.555926,10
1673716859.660820,10
1673716859.768114,11
1673716859.873610,12
1673716859.978411,10
1673716860.082841,10
1673716860.187263,11
1673716860.292347,12
1673716860.396777,11
1673716860.501153,10
1673716860.605810,11
1673716860.713992,11
1673716860.823006,8
1673716860.927211,10
1673716861.032459,11
1673716861.139913,11
1673716861.245369,9
1673716861.349425,11
1673716861.454571,11
1673716861.559939,11
1673716861.665309,13
1673716861.769704,12
1673716861.875041,18
1673716861.979831,20
1673716862.084102,18
1673716862.188417,20
1673716862.293414,20
1673716862.404121,20
1673716862.508381,20
1673716862.623021,20
1673716862.726958,20
1673716862.840562,19
1673716862.944812,17
1673716863.049272,19
1673716863.153369,16
1673716863.258765,16
1673716863.363715,11
1673716863.469060,11
1673716863.573594,10
1673716863.678103,11
1673716863.782741,13
1673716863.887411,15
1673716863.993216,19
1673716864.097339,19
1673716864.202300,15
1673716864.306967,14
1673716864.411849,15
1673716864.519903,15
1673716864.627912,16
1673716864.731994,16
1673716864.839615,15
1673716864.943879,15
1673716865.048198,16
1673716865.155256,17
1673716865.259658,18
1673716865.364901,20
1673716865.474045,20
1673716865.582106,16
1673716865.692648,17
1673716865.807888,17
1673716865.912157,17
1673716866.016236,17
1673716866.120954,16
1673716866.226647,16
1673716866.333836,17
1673716866.438591,18
1673716866.542933,19
1673716866.648317,20
1673716866.756930,20
1673716866.861446,20
1673716866.966263,15
1673716867.074957,17
1673716867.185204,15
1673716867.291603,14
1673716867.396631,15
1673716867.502919,14
1673716867.609535,15
1673716867.714829,15
1673716867.822430,17
1673716867.927305,18
1673716868.031960,19
1673716868.137100,19
1673716868.242665,17
1673716868.352355,17
1673716868.460037,18
1673716868.673220,14
1673716868.779133,14
1673716868.884632,13
1673716868.991106,14
1673716869.096588,14
1673716869.203430,14
1673716869.307768,17
1673716869.411918,20
1673716869.516282,20
1673716869.623992,16
1673716869.729160,15
1673716869.833708,15
1673716869.940685,19
1673716870.047668,17
1673716870.152092,20
1673716870.258045,18
1673716870.363422,20
1673716870.471265,20
1673716870.575484,19
1673716870.680128,20
1673716870.786926,19
1673716870.900254,19
1673716871.005529,19
1673716871.110831,16
1673716871.216025,19
1673716871.325388,19
1673716871.444969,18
1673716871.549748,20
1673716871.655557,20
1673716871.759628,20
1673716871.866721,19
1673716871.982213,17
1673716872.091237,19
1673716872.210967,19
1673716872.316150,20
1673716872.423957,19
1673716872.533659,19
1673716872.640337,19
1673716872.790859,20
1673716872.902996,20
1673716873.008545,19
1673716873.116013,20
1673716873.224216,20
