1673716672.674796,0
1673716672.783236,7
1673716672.890636,4
1673716672.994744,10
1673716673.099558,17
1673716673.205077,19
1673716673.310336,19
1673716673.415646,20
1673716673.520646,19
1673716673.625646,20
1673716673.732065,17
1673716673.839157,20
1673716673.943015,19
1673716674.047997,19
1673716674.154142,19
1673716674.258352,17
1673716674.371626,17
1673716674.482302,9
1673716674.587353,12
1673716674.692050,12
1673716674.798094,13
1673716674.902178,14
1673716675.009841,11
1673716675.113875,14
1673716675.219637,12
1673716675.325904,13
1673716675.433718,13
1673716675.539620,14
1673716675.644366,14
1673716675.749487,14
1673716675.855357,15
1673716675.960137,15
1673716676.068164,16
1673716676.173135,15
1673716676.277772,16
1673716676.382648,16
1673716676.487723,18
1673716676.593302,18
1673716676.706957,18
1673716676.811898,18
1673716676.916215,19
1673716677.020482,19
1673716677.124980,20
1673716677.230926,18
1673716677.336349,19
1673716677.441194,19
1673716677.546345,17
1673716677.650861,15
1673716677.755608,16
1673716677.864002,14
1673716677.970075,19
1673716678.093014,16
1673716678.206769,16
1673716678.312259,15
1673716678.417140,18
1673716678.523911,16
1673716678.629454,11
1673716678.735238,7
1673716678.839669,7
1673716678.948237,6
1673716679.053680,7
1673716679.159242,7
1673716679.263374,8
1673716679.370250,8
1673716679.478046,8
1673716679.582871,10
1673716679.686994,10
1673716679.792671,10
1673716679.907084,11
1673716680.023960,10
1673716680.136663,11
1673716680.260093,11
1673716680.367826,11
1673716680.472115,11
1673716680.587197,11
1673716680.707180,12
1673716680.817957,11
1673716680.941885,13
1673716681.049362,11
1673716681.156505,12
1673716681.266409,13
1673716681.371818,14
1673716681.478625,14
1673716681.590807,14
1673716681.696025,13
1673716681.800328,15
1673716681.905267,16
1673716682.010096,15
1673716682.116147,15
1673716682.250422,15
1673716682.354980,16
1673716682.462382,16
1673716682.566735,16
1673716682.673808,16
1673716682.784642,16
1673716682.934976,17
1673716683.039580,17
1673716683.144427,16
1673716683.248767,17
1673716683.354896,17
1673716683.460280,16
1673716683.573737,17
1673716683.682686,19
1673716683.788334,19
1673716683.898331,19
1673716684.012312,19
1673716684.116925,19
1673716684.224343,19
1673716684.328438,19
1673716684.436969,12
1673716684.543502,11
1673716684.653691,12
1673716684.787431,11
1673716684.903421,12
1673716685.010492,11
1673716685.128775,13
1673716685.233328,13
1673716685.342203,16
1673716685.448383,17
1673716685.567913,16
1673716685.678089,16
1673716685.782822,14
1673716685.887121,16
1673716685.996225,15
1673716686.108226,14
1673716686.215774,16
1673716686.326114,15
1673716686.430585,17
1673716686.549316,16
1673716686.653495,18
1673716686.762248,18
1673716686.868049,17
1673716686.973267,18
1673716687.090672,20
1673716687.195560,20
1673716687.338328,18
1673716687.458869,19
1673716687.567768,18
1673716687.673051,19
1673716687.777568,17
1673716687.881672,17
1673716687.986009,17
1673716688.090869,11
1673716688.198196,13
1673716688.303114,12
1673716688.408153,13
1673716688.516125,14
1673716688.628486,12
1673716688.739732,15
1673716688.844311,12
1673716688.948896,10
1673716689.053560,8
1673716689.157738,7
1673716689.271577,7
1673716689.384482,7
1673716689.491024,8
1673716689.595026,7
1673716689.708830,8
1673716689.830139,9
1673716689.935552,7
1673716690.050789,7
1673716690.156436,10
1673716690.261981,10
1673716690.367547,10
1673716690.473889,10
1673716690.632759,10
1673716690.740044,12
1673716690.845042,10
1673716690.949138,10
1673716691.054141,11
1673716691.164473,13
1673716691.279854,11
1673716691.387229,12
1673716691.491390,13
1673716691.596995,13
1673716691.703358,14
1673716691.810086,14
1673716691.916776,13
1673716692.020898,14
1673716692.126098,13
1673716692.230536,15
1673716692.335465,15
1673716692.439349,15
1673716692.543853,16
1673716692.651415,16
1673716692.758348,16
1673716692.862118,16
1673716692.966946,17
1673716693.076441,16
1673716693.183970,16
1673716693.295738,17
1673716693.403145,17
1673716693.509941,16
1673716693.614606,17
1673716693.718562,16
1673716693.824028,17
1673716693.948767,18
1673716694.053135,18
1673716694.157146,17
1673716694.261852,18
1673716694.367785,19
1673716694.473406,19
1673716694.594615,19
1673716694.699721,12
1673716694.806004,12
1673716694.910614,10
1673716695.015414,11
1673716695.122789,10
1673716695.235333,15
1673716695.340436,13
1673716695.456684,15
1673716695.561366,15
1673716695.666747,14
1673716695.771225,15
1673716695.880113,17
1673716695.998702,17
1673716696.102492,16
1673716696.208297,15
1673716696.318094,15
1673716696.424255,17
1673716696.528859,17
1673716696.633646,17
1673716696.741630,18
1673716696.845639,19
1673716696.949506,19
1673716697.054323,18
1673716697.158880,18
1673716697.268374,18
1673716697.374103,18
1673716697.481282,16
1673716697.592974,14
1673716697.697082,15
1673716697.808418,15
1673716697.912523,15
1673716698.016642,16
1673716698.120636,15
1673716698.228652,15
1673716698.342858,16
1673716698.451672,11
1673716698.556038,9
1673716698.661382,9
1673716698.766154,6
1673716698.871583,8
1673716698.976597,8
1673716699.081064,7
1673716699.186380,8
1673716699.296126,7
1673716699.402268,8
1673716699.507469,9
1673716699.668018,8
1673716699.773344,9
1673716699.881296,11
1673716699.987697,11
1673716700.092523,9
1673716700.277078,11
1673716700.391953,12
1673716700.502201,12
1673716700.623550,11
1673716700.728908,11
1673716700.840345,13
1673716700.946318,13
1673716701.051477,13
1673716701.159207,12
1673716701.263847,12
1673716701.369249,13
1673716701.502534,16
1673716701.609577,14
1673716701.715208,14
1673716701.822151,15
1673716701.926882,15
1673716702.032658,15
1673716702.138318,15
1673716702.243248,15
1673716702.347477,15
1673716702.511650,16
1673716702.624028,16
1673716702.730302,16
1673716702.834504,15
1673716702.970592,16
1673716703.076287,18
1673716703.202110,18
1673716703.311019,17
1673716703.415506,18
1673716703.519965,17
1673716703.624901,17
1673716703.762093,20
1673716703.868062,19
1673716703.972690,18
1673716704.077131,19
1673716704.188112,20
1673716704.294044,17
1673716704.401119,18
1673716704.520895,19
1673716704.643858,19
1673716704.751520,16
1673716704.857549,15
1673716705.036406,15
1673716705.233646,12
1673716705.349255,13
1673716705.465468,11
1673716705.586383,12
1673716705.713328,11
1673716705.824896,12
1673716705.930004,15
1673716706.040420,14
1673716706.146167,15
1673716706.252148,15
1673716706.358206,15
1673716706.469177,17
1673716706.576346,16
1673716706.683554,17
1673716706.790477,17
1673716706.900234,15
1673716707.008333,16
1673716707.113236,18
1673716707.218323,18
1673716707.322634,18
1673716707.429415,18
1673716707.537624,17
1673716707.642106,18
