1673686639.986904,0
1673686640.093114,0
1673686640.212227,0
1673686640.316990,0
1673686640.421334,0
1673686640.526096,0
1673686640.630014,0
1673686640.736030,0
1673686640.840317,0
1673686640.944758,0
1673686641.055449,0
1673686641.161783,0
1673686641.273916,0
1673686641.393401,0
1673686641.498258,0
1673686641.602691,0
1673686641.707906,0
1673686641.817404,0
1673686641.922188,0
1673686642.072209,0
1673686642.182261,0
1673686642.287240,0
1673686642.392164,0
1673686642.495951,0
1673686642.602203,0
1673686642.709972,0
1673686642.817447,0
1673686642.931759,0
1673686643.060932,0
1673686643.173083,0
1673686643.286213,0
1673686643.409296,0
1673686643.524774,0
1673686643.629015,0
1673686643.734306,0
1673686643.861546,0
1673686643.966222,0
1673686644.070596,0
1673686644.176423,0
1673686644.281027,0
1673686644.385482,0
1673686644.492985,0
1673686644.598104,0
1673686644.702664,0
1673686644.808218,0
1673686644.943527,0
1673686645.048357,0
1673686645.152505,0
1673686645.259011,0
1673686645.363014,0
1673686645.469298,0
1673686645.573812,0
1673686645.681831,0
1673686645.791269,0
1673686645.906507,0
1673686646.010761,0
1673686646.114919,0
1673686646.219123,0
1673686646.323367,0
1673686646.427449,0
1673686646.532168,0
1673686646.636763,0
1673686646.741149,0
1673686646.846878,0
1673686646.951758,0
1673686647.108602,0
1673686647.213737,0
1673686647.318656,0
1673686647.424031,0
1673686647.529484,0
1673686647.634069,0
1673686647.739885,0
1673686647.844858,0
1673686647.951319,0
1673686648.055689,0
1673686648.161724,0
1673686648.266394,0
1673686648.371926,0
1673686648.477299,0
1673686648.582083,0
1673686648.686631,0
1673686648.791870,0
1673686648.895994,0
1673686649.000569,0
1673686649.105059,0
1673686649.228340,0
1673686649.336735,0
1673686649.442563,0
1673686649.546871,0
1673686649.652155,0
1673686649.757142,0
1673686649.861246,0
1673686649.965201,0
1673686650.068879,0
1673686650.173810,0
1673686650.278409,0
1673686650.382961,0
1673686650.488413,0
1673686650.596073,0
1673686650.701224,0
1673686650.843855,0
1673686650.949184,0
1673686651.063541,0
1673686651.167680,0
1673686651.273246,0
1673686651.377713,0
1673686651.482351,0
1673686651.586616,0
1673686651.690873,0
1673686651.796433,0
1673686651.900597,0
1673686652.005141,0
1673686652.109882,0
1673686652.214267,0
1673686652.318757,0
1673686652.423230,0
1673686652.528024,0
1673686652.634829,0
1673686652.738722,0
1673686652.844994,0
1673686652.949512,0
1673686653.053588,0
1673686653.158147,0
1673686653.262961,0
1673686653.367532,0
1673686653.471877,0
1673686653.578340,0
1673686653.683827,0
1673686653.788149,0
1673686653.891811,0
1673686653.996379,0
1673686654.101062,0
1673686654.205814,0
1673686654.311471,0
1673686654.415868,0
1673686654.521357,0
1673686654.626251,0
1673686654.732388,0
1673686654.836686,0
1673686654.943414,0
1673686655.051295,0
1673686655.156177,0
1673686655.260930,0
1673686655.365798,0
1673686655.472160,0
1673686655.577703,0
1673686655.682293,0
1673686655.786716,0
1673686655.891960,0
1673686655.996664,0
1673686656.101713,0
1673686656.206790,0
1673686656.311313,0
1673686656.415671,0
1673686656.520355,0
1673686656.624748,0
1673686656.729944,0
1673686656.835350,0
1673686656.959507,0
1673686657.065289,0
1673686657.170069,0
1673686657.275428,0
1673686657.380024,0
1673686657.484937,0
1673686657.589302,0
1673686657.693805,0
1673686657.799012,0
1673686657.903283,0
1673686658.007520,0
1673686658.112290,0
1673686658.217897,0
1673686658.322387,0
1673686658.426977,0
1673686658.532166,0
1673686658.637750,0
1673686658.742352,0
1673686658.854322,0
1673686658.959744,0
1673686659.073227,0
1673686659.179315,0
1673686659.285489,0
1673686659.390443,0
1673686659.494824,0
1673686659.599354,0
1673686659.703674,0
1673686659.809049,0
1673686659.924087,0
1673686660.031545,0
1673686660.139201,0
1673686660.243407,0
1673686660.349022,0
1673686660.453800,0
1673686660.558953,0
1673686660.664121,0
1673686660.768516,0
1673686660.872537,0
1673686660.977698,0
1673686661.082441,0
1673686661.187041,0
1673686661.291829,0
1673686661.396191,0
1673686661.501084,0
1673686661.606488,0
1673686661.711749,0
1673686661.817836,0
1673686661.922472,0
1673686662.026635,0
1673686662.131254,0
1673686662.235802,0
1673686662.340974,0
1673686662.445639,0
1673686662.551322,0
1673686662.657532,0
1673686662.763122,0
1673686662.868084,0
1673686662.972026,0
1673686663.076725,0
1673686663.182702,0
1673686663.288944,0
1673686663.394587,0
1673686663.501693,0
1673686663.607018,0
1673686663.712096,0
1673686663.815714,0
1673686663.920563,0
1673686664.025476,0
1673686664.130329,0
1673686664.235613,0
1673686664.339911,0
